Date,Open,High,Low,Close,Adj Close,Volume
2023-04-21,0.40072500705718994,0.40640899538993835,0.3804149925708771,0.38293901085853577,0.38293901085853577,423456899
2023-04-22,0.3829520046710968,0.39852601289749146,0.3817180097103119,0.3961530029773712,0.3961530029773712,263309100
2023-04-23,0.39611899852752686,0.39611899852752686,0.3819740116596222,0.3889999985694885,0.3889999985694885,238675240
2023-04-24,0.38899800181388855,0.39660799503326416,0.38128501176834106,0.3839159905910492,0.3839159905910492,282707626
2023-04-25,0.3839139938354492,0.3949730098247528,0.37779098749160767,0.3949190080165863,0.3949190080165863,286897325
2023-04-26,0.3948900103569031,0.4165779948234558,0.3824639916419983,0.4014979898929596,0.4014979898929596,488881520
2023-04-27,0.4015040099620819,0.4178690016269684,0.4014739990234375,0.40984299778938293,0.40984299778938293,398037704
2023-04-28,0.40985599160194397,0.4106369912624359,0.3991599977016449,0.4049319922924042,0.4049319922924042,231694651
2023-04-29,0.40491798520088196,0.40748900175094604,0.40193501114845276,0.40278398990631104,0.40278398990631104,156258897
2023-04-30,0.4027790129184723,0.4145829975605011,0.39634600281715393,0.39735400676727295,0.39735400676727295,227002470
2023-05-01,0.3972809910774231,0.3977470099925995,0.3816260099411011,0.3868570029735565,0.3868570029735565,273072699
2023-05-02,0.3868510127067566,0.3945469856262207,0.3830159902572632,0.391772985458374,0.391772985458374,197535867
2023-05-03,0.3917680084705353,0.39611899852752686,0.37938401103019714,0.3939419984817505,0.3939419984817505,262387946
2023-05-04,0.39396199584007263,0.39604100584983826,0.38589000701904297,0.3874480128288269,0.3874480128288269,173399725
2023-05-05,0.38745400309562683,0.39663299918174744,0.3856689929962158,0.39468398690223694,0.39468398690223694,213191196
2023-05-06,0.39468899369239807,0.3967199921607971,0.37657999992370605,0.3801189959049225,0.3801189959049225,226511291
2023-05-07,0.3800880014896393,0.3834860026836395,0.37661200761795044,0.37690600752830505,0.37690600752830505,156582718
2023-05-08,0.376895010471344,0.3796750009059906,0.35856300592422485,0.3658280074596405,0.3658280074596405,326851208
2023-05-09,0.36579400300979614,0.36950600147247314,0.36090001463890076,0.36380600929260254,0.36380600929260254,196752939
2023-05-10,0.36378800868988037,0.3726849853992462,0.3558509945869446,0.369937002658844,0.369937002658844,339570773
2023-05-11,0.36995700001716614,0.36995700001716614,0.35120800137519836,0.36003899574279785,0.36003899574279785,243032648
2023-05-12,0.36000099778175354,0.3705480098724365,0.3558019995689392,0.3704630136489868,0.3704630136489868,262170427
2023-05-13,0.3704740107059479,0.3706420063972473,0.3633829951286316,0.36503100395202637,0.36503100395202637,131504736
2023-05-14,0.3650270104408264,0.3727940022945404,0.3639349937438965,0.3707610070705414,0.3707610070705414,122914097
2023-05-15,0.37078699469566345,0.3754650056362152,0.36748000979423523,0.3674820065498352,0.3674820065498352,176627170
2023-05-16,0.367453008890152,0.3700850009918213,0.36296001076698303,0.3678300082683563,0.3678300082683563,168825148
2023-05-17,0.3678410053253174,0.3795289993286133,0.36516299843788147,0.3754250109195709,0.3754250109195709,222726188
2023-05-18,0.3754410147666931,0.3798089921474457,0.36715200543403625,0.372078001499176,0.372078001499176,203250353
2023-05-19,0.37203601002693176,0.3726530075073242,0.36694100499153137,0.36821499466896057,0.36821499466896057,133533511
2023-05-20,0.3682419955730438,0.3683820068836212,0.36451199650764465,0.3663569986820221,0.3663569986820221,118748065
2023-05-21,0.36635199189186096,0.3673979938030243,0.3583360016345978,0.3603630065917969,0.3603630065917969,116595379
2023-05-22,0.36038199067115784,0.373212993144989,0.3572629988193512,0.3679969906806946,0.3679969906806946,177956408
2023-05-23,0.3680039942264557,0.3751780092716217,0.3665960133075714,0.37048399448394775,0.37048399448394775,141912382
2023-05-24,0.37049999833106995,0.3705660104751587,0.3609839975833893,0.36423400044441223,0.36423400044441223,175329362
2023-05-25,0.3642190098762512,0.36462199687957764,0.35572099685668945,0.35841599106788635,0.35841599106788635,157069344
2023-05-26,0.35840800404548645,0.3663319945335388,0.3544839918613434,0.3628840148448944,0.3628840148448944,173562194
2023-05-27,0.36287298798561096,0.36722999811172485,0.36208200454711914,0.3667739927768707,0.3667739927768707,106732324
2023-05-28,0.36678001284599304,0.383745014667511,0.3664889931678772,0.3829990029335022,0.3829990029335022,223363707
2023-05-29,0.38302600383758545,0.38594698905944824,0.37636798620224,0.3791379928588867,0.3791379928588867,190025476
2023-05-30,0.37912899255752563,0.3830679953098297,0.3755120038986206,0.3779340088367462,0.3779340088367462,186645169
2023-05-31,0.377936989068985,0.3803589940071106,0.37100300192832947,0.3744029998779297,0.3744029998779297,193309518
2023-06-01,0.37441399693489075,0.3754740059375763,0.36169201135635376,0.3647240102291107,0.3647240102291107,235187863
2023-06-02,0.3647089898586273,0.37926000356674194,0.3631559908390045,0.37830400466918945,0.37830400466918945,202740337
2023-06-03,0.3782530128955841,0.37830400466918945,0.3741309940814972,0.37602800130844116,0.37602800130844116,114085774
2023-06-04,0.3760400116443634,0.3817349970340729,0.37531501054763794,0.3776929974555969,0.3776929974555969,139910794
2023-06-05,0.37769100069999695,0.3790220022201538,0.34826400876045227,0.3520149886608124,0.3520149886608124,292202913
2023-06-06,0.35200199484825134,0.3565309941768646,0.3390690088272095,0.3537150025367737,0.3537150025367737,262332330
2023-06-07,0.3536979854106903,0.3536979854106903,0.31962600350379944,0.3222779929637909,0.3222779929637909,388306759
2023-06-08,0.3222619891166687,0.33021700382232666,0.3209480047225952,0.32315701246261597,0.32315701246261597,249967035
2023-06-09,0.3231619894504547,0.3233799934387207,0.2916730046272278,0.295401006937027,0.295401006937027,508063099
2023-06-10,0.2953779995441437,0.2953779995441437,0.23041999340057373,0.2761940062046051,0.2761940062046051,1293643754
2023-06-11,0.2760469913482666,0.27940401434898376,0.2603119909763336,0.2726300060749054,0.2726300060749054,507820127
2023-06-12,0.2725830078125,0.2859340012073517,0.26669400930404663,0.27504798769950867,0.27504798769950867,431423925
2023-06-13,0.275054007768631,0.2874220013618469,0.26989299058914185,0.27498599886894226,0.27498599886894226,319427367
2023-06-14,0.2749899923801422,0.2769159972667694,0.25822100043296814,0.2632260024547577,0.2632260024547577,244895035
2023-06-15,0.2632339894771576,0.2652539908885956,0.25340598821640015,0.26195698976516724,0.26195698976516724,256333352
2023-06-16,0.2619690001010895,0.2668130099773407,0.25535300374031067,0.2631849944591522,0.2631849944591522,175866740
2023-06-17,0.2631869912147522,0.27291399240493774,0.26116400957107544,0.2669279873371124,0.2669279873371124,171716790
2023-06-18,0.2669230103492737,0.26866400241851807,0.2602030038833618,0.26096299290657043,0.26096299290657043,136453692
2023-06-19,0.26096799969673157,0.26324498653411865,0.25791001319885254,0.263047993183136,0.263047993183136,142015570
2023-06-20,0.26309698820114136,0.27039799094200134,0.2532309889793396,0.27032899856567383,0.27032899856567383,214174021
2023-06-21,0.270330011844635,0.28863200545310974,0.2693980038166046,0.28700000047683716,0.28700000047683716,343644852
2023-06-22,0.28698599338531494,0.3043000102043152,0.2861790060997009,0.2903130054473877,0.2903130054473877,340493541
2023-06-23,0.2903429865837097,0.30223798751831055,0.2880629897117615,0.29648199677467346,0.29648199677467346,245002154
2023-06-24,0.2964850068092346,0.29726600646972656,0.28593701124191284,0.290012001991272,0.290012001991272,208155226
2023-06-25,0.2900019884109497,0.3030869960784912,0.2891179919242859,0.2923249900341034,0.2923249900341034,225729335
2023-06-26,0.2923089861869812,0.29245999455451965,0.27825498580932617,0.28035399317741394,0.28035399317741394,211210054
2023-06-27,0.28035399317741394,0.289108008146286,0.2793309986591339,0.28652000427246094,0.28652000427246094,196600613
2023-06-28,0.28652599453926086,0.2867850065231323,0.2649100124835968,0.2671689987182617,0.2671689987182617,277304805
2023-06-29,0.2671619951725006,0.2778699994087219,0.2670080065727234,0.2755639851093292,0.2755639851093292,195764456
2023-06-30,0.275505006313324,0.2983100116252899,0.2726539969444275,0.2869560122489929,0.2869560122489929,517537042
2023-07-01,0.2869569957256317,0.29280799627304077,0.2827500104904175,0.2923400104045868,0.2923400104045868,227531987
2023-07-02,0.29235199093818665,0.2930929958820343,0.28776898980140686,0.29205501079559326,0.29205501079559326,193472138
2023-07-03,0.29204198718070984,0.29930898547172546,0.29116499423980713,0.29631099104881287,0.29631099104881287,196367871
2023-07-04,0.29633399844169617,0.30094799399375916,0.2912899851799011,0.29261499643325806,0.29261499643325806,234604743
2023-07-05,0.2926200032234192,0.2955999970436096,0.2812899947166443,0.2844710052013397,0.2844710052013397,231548975
2023-07-06,0.28446200489997864,0.29335299134254456,0.27709299325942993,0.27970001101493835,0.27970001101493835,288260059
2023-07-07,0.27965599298477173,0.2852169871330261,0.27795401215553284,0.2845250070095062,0.2845250070095062,208453044
2023-07-08,0.2845189869403839,0.29220500588417053,0.2826719880104065,0.29065099358558655,0.29065099358558655,207964892
2023-07-09,0.29064399003982544,0.2915079891681671,0.2837670147418976,0.2845909893512726,0.2845909893512726,182219306
2023-07-10,0.2845979928970337,0.29258599877357483,0.27961400151252747,0.2879909873008728,0.2879909873008728,257987869
2023-07-11,0.2879999876022339,0.293724000453949,0.2879999876022339,0.29281800985336304,0.29281800985336304,198400377
2023-07-12,0.292820006608963,0.29484501481056213,0.2859019935131073,0.2887580096721649,0.2887580096721649,174629627
2023-07-13,0.28878000378608704,0.35846999287605286,0.2864449918270111,0.3576579988002777,0.3576579988002777,1078757677
2023-07-14,0.35748499631881714,0.37470999360084534,0.3193419873714447,0.3288010060787201,0.3288010060787201,852132416
2023-07-15,0.32877999544143677,0.33737099170684814,0.3255529999732971,0.32636499404907227,0.32636499404907227,265031790
2023-07-16,0.32636699080467224,0.3274439871311188,0.31364700198173523,0.3148840069770813,0.3148840069770813,298667636
2023-07-17,0.3148930072784424,0.3194659948348999,0.3066270053386688,0.31248900294303894,0.31248900294303894,273592230
2023-07-18,0.31244000792503357,0.31358999013900757,0.3024350106716156,0.3073990046977997,0.3073990046977997,287022077
2023-07-19,0.3077020049095154,0.3258419930934906,0.30740898847579956,0.323513001203537,0.323513001203537,451977716
2023-07-20,0.32346001267433167,0.3315599858760834,0.31134501099586487,0.31609299778938293,0.31609299778938293,412101582
2023-07-21,0.31604498624801636,0.31806299090385437,0.31106799840927124,0.313291996717453,0.313291996717453,207721960
2023-07-22,0.3133159875869751,0.31481000781059265,0.30735599994659424,0.3097720146179199,0.3097720146179199,179065530
2023-07-23,0.30984100699424744,0.3185270130634308,0.3083780109882355,0.31716299057006836,0.31716299057006836,168560213
2023-07-24,0.3171600103378296,0.3185960054397583,0.30143100023269653,0.305308997631073,0.305308997631073,245375061
2023-07-25,0.305307000875473,0.3073430061340332,0.30233100056648254,0.30401700735092163,0.30401700735092163,177902317
2023-07-26,0.3040049970149994,0.31029999256134033,0.30088499188423157,0.30664101243019104,0.30664101243019104,211751643
2023-07-27,0.30660098791122437,0.31302499771118164,0.3059859871864319,0.30752500891685486,0.30752500891685486,168357194
2023-07-28,0.30751898884773254,0.31269600987434387,0.3067449927330017,0.3102009892463684,0.3102009892463684,146065281
2023-07-29,0.31019699573516846,0.3142479956150055,0.30926498770713806,0.3127650022506714,0.3127650022506714,150822871
2023-07-30,0.3127569854259491,0.3178060054779053,0.30737900733947754,0.31563299894332886,0.31563299894332886,184419569
2023-07-31,0.3155820071697235,0.3177199959754944,0.306894987821579,0.30748799443244934,0.30748799443244934,193109898
