Date,Open,High,Low,Close,Adj Close,Volume
2024-01-22 23:00:00,39844.0703125,39896.1328125,39450.40234375,39503.578125,39503.578125,0
2024-01-23 00:00:00,39518.71484375,39825.84765625,39510.87109375,39811.16796875,39811.16796875,413655040
2024-01-23 01:00:00,39806.84765625,39865.078125,39685.1875,39805.4765625,39805.4765625,0
2024-01-23 02:00:00,39795.7734375,40022.7890625,39783.25,40022.7890625,40022.7890625,61153280
2024-01-23 03:00:00,40021.60546875,40074.1953125,39945.6328125,39965.01953125,39965.01953125,0
2024-01-23 04:00:00,39963.01953125,40127.3515625,39963.01953125,40033.1015625,40033.1015625,0
2024-01-23 05:00:00,40029.75,40083.62890625,40020.98046875,40040.85546875,40040.85546875,0
2024-01-23 06:00:00,40033.91796875,40076.89453125,39957.359375,39978.99609375,39978.99609375,0
2024-01-23 07:00:00,39981.57421875,39985.703125,39654.76953125,39705.5078125,39705.5078125,97011712
2024-01-23 08:00:00,39736.58203125,39799.859375,39403.9921875,39438.515625,39438.515625,289091584
2024-01-23 09:00:00,39426.74609375,39450.3203125,38893.0625,38933.33203125,38933.33203125,1788315648
2024-01-23 10:00:00,38936.9375,39119.7109375,38839.953125,38909.4453125,38909.4453125,0
2024-01-23 11:00:00,38888.80078125,39021.16015625,38631.640625,38761.87890625,38761.87890625,494751744
2024-01-23 12:00:00,38802.8515625,39008.3359375,38748.34765625,39008.3359375,39008.3359375,598003712
2024-01-23 13:00:00,39016.8828125,39016.8828125,38854.8125,38854.8125,38854.8125,0
2024-01-23 14:00:00,38826.765625,38834.50390625,38521.89453125,38754.24609375,38754.24609375,346132480
2024-01-23 15:00:00,38740.49609375,39264.49609375,38740.49609375,39158.87109375,39158.87109375,594757632
2024-01-23 16:00:00,39166.30859375,39324.453125,38896.12109375,39300.90625,39300.90625,320610304
2024-01-23 17:00:00,39281.13671875,39554.09765625,39238.6875,39361.33203125,39361.33203125,700387328
